collection_name,color_name,line_name,description,material_name,design_style,features,usage_context,status,is_featured
Cát Điền,Hồng đậm,Áo dài Chu Bảo,"Lấy cảm hứng từ tinh thần Cát Điền, Áo dài Chu Bảo mang sắc hồng đậm duyên dáng, phom suông tay loe dài và nét đẹp quý phái và được chăm chút trong từng chi tiết.",Tơ tằm 70%,Suông tay loe dài,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cát Điền,Đỏ,Áo dài Châu Hân – Mãn Kim,"Áo dài Châu Hân – Mãn Kim thuộc bộ sưu tập Cát Điền, nổi bật với sắc đỏ nổi bật cùng phom suông tay loe dài, gợi vẻ rực rỡ, sang trọng và có điểm nhấn ánh sắc.",Organza và Tơ tằm 70%,Suông tay loe dài,"Sự kết hợp giữa Organza và tơ tằm giúp thiết kế vừa có độ đứng cần thiết, vừa giữ được sự mềm mại, nhẹ nhàng khi chuyển động. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cát Điền,Vàng,Áo dài Cát Điệp,"Áo dài Cát Điệp là thiết kế áo dài gam vàng ấm với dáng suông tay loe dài, cân bằng giữa vẻ truyền thống và cảm giác mềm mại, thanh thoát và giàu chất thơ.",Tơ tằm 70%,Suông tay loe dài,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cát Điền,Hồng,Áo dài Diệu Liên,"Áo dài Diệu Liên thuộc bộ sưu tập Cát Điền, nổi bật với sắc hồng dịu cùng phom suông tay ôm dài, gợi vẻ dịu dàng, trong trẻo và nữ tính.",Tơ tằm 70%,Suông tay ôm dài,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cát Điền,Vàng,Áo dài Mãn Kim,"Áo dài Mãn Kim thuộc bộ sưu tập Cát Điền, nổi bật với gam vàng ấm cùng phom suông tay loe dài, gợi vẻ rực rỡ, sang trọng và có điểm nhấn ánh sắc.",Tơ tằm 70%,Suông tay loe dài,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cát Điền,Hồng,Áo dài Mãn Như,"Lấy cảm hứng từ tinh thần Cát Điền, Áo dài Mãn Như mang sắc hồng dịu, phom suông tay loe dài và nét đẹp nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Tơ tằm 70%,Suông tay loe dài,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cát Điền,Hồng cam,Áo dài Mãn Đào,"Áo dài Mãn Đào thuộc bộ sưu tập Cát Điền, nổi bật với sắc hồng cam tươi tắn cùng phom suông tay loe dài, gợi vẻ tươi tắn, duyên dáng và nổi bật vừa đủ.",Tơ tằm 70%,Suông tay loe dài,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cát Điền,Xanh lục,Áo dài Thư Bảo,"Lấy cảm hứng từ tinh thần Cát Điền, Áo dài Thư Bảo mang gam xanh lục thanh mát, phom suông tay ôm dài và nét đẹp quý phái và được chăm chút trong từng chi tiết.",Tơ tằm 70%,Suông tay ôm dài,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cát Điền,Hồng phấn,Áo dài Tiêu Hồng,"Áo dài Tiêu Hồng thuộc bộ sưu tập Cát Điền, nổi bật với gam hồng phấn nhẹ nhàng cùng phom suông tay loe dài, gợi vẻ ngọt ngào, mềm mại và đầy sức sống.",Tơ tằm 70%,Suông tay loe dài,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cát Điền,Đỏ,Áo dài Tú Điệp,"Lấy cảm hứng từ tinh thần Cát Điền, Áo dài Tú Điệp mang sắc đỏ nổi bật, phom suông tay loe dài và nét đẹp mềm mại, thanh thoát và giàu chất thơ.",Tơ tằm 70%,Suông tay loe dài,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cát Điền,Vàng,Áo dài Đan Niên,"Áo dài Đan Niên thuộc bộ sưu tập Cát Điền, nổi bật với gam vàng ấm cùng phom suông tay loe dài, gợi vẻ nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Tơ tằm 70%,Suông tay loe dài,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cảnh Giang,Hồng tím,Áo dài Chiêu Phụng,"Áo dài Chiêu Phụng thuộc bộ sưu tập Cảnh Giang, nổi bật với sắc hồng tím mềm mại cùng phom suông tay loe dài 4 tà, gợi vẻ kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Kết cấu 4 tà tạo hiệu ứng lớp lang rõ hơn, giúp dáng áo nổi bật khi bước đi.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cảnh Giang,Đỏ,Áo dài Châu Phụng,"Áo dài Châu Phụng là thiết kế áo dài sắc đỏ nổi bật với dáng suông tay loe dài 4 tà, cân bằng giữa vẻ truyền thống và cảm giác kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cảnh Giang,Vàng kem,Áo dài Hoàng Phụng,"Lấy cảm hứng từ tinh thần Cảnh Giang, Áo dài Hoàng Phụng mang gam vàng kem trang nhã, phom suông tay loe dài 4 tà và nét đẹp kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cảnh Giang,Xanh biển,Áo dài Hồ Phụng,"Lấy cảm hứng từ tinh thần Cảnh Giang, Áo dài Hồ Phụng mang sắc xanh biển trong trẻo, phom suông tay loe dài 4 tà và nét đẹp kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Kết cấu 4 tà tạo hiệu ứng lớp lang rõ hơn, giúp dáng áo nổi bật khi bước đi.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cảnh Giang,Hồng,Áo dài Hữu Phương,"Lấy cảm hứng từ tinh thần Cảnh Giang, Áo dài Hữu Phương mang sắc hồng dịu, phom suông tay loe dài 4 tà và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cảnh Giang,Hồng đậm,Áo dài Mộc Thước,"Lấy cảm hứng từ tinh thần Cảnh Giang, Áo dài Mộc Thước mang sắc hồng đậm duyên dáng, phom suông tay loe dài 4 tà và nét đẹp giản dị, thanh tao và gần gũi.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Kết cấu 4 tà tạo hiệu ứng lớp lang rõ hơn, giúp dáng áo nổi bật khi bước đi.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cảnh Giang,Hồng,Áo dài Nam Phụng,"Thiết kế Áo dài Nam Phụng giữ nét truyền thống qua dáng suông tay loe dài 4 tà, đồng thời tạo cảm giác gọn gàng và thanh lịch.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Kết cấu 4 tà tạo hiệu ứng lớp lang rõ hơn, giúp dáng áo nổi bật khi bước đi.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cảnh Giang,Hồng phấn nhạt,Áo dài Nhu Phụng,"Áo dài Nhu Phụng là thiết kế áo dài gam hồng phấn nhạt với dáng suông tay loe dài 4 tà, cân bằng giữa vẻ truyền thống và cảm giác kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Cảnh Giang,Xanh coban,Áo dài Thiên Thước,"Lấy cảm hứng từ tinh thần Cảnh Giang, Áo dài Thiên Thước mang gam xanh coban, phom suông tay loe dài 4 tà và nét đẹp nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Chất liệu tơ tằm mềm, thoáng và rũ nhẹ theo dáng người, giúp tổng thể trang phục thanh thoát hơn khi mặc. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Cảnh Giang,Xám bạc,Áo dài Yên Phụng,"Áo dài Yên Phụng thuộc bộ sưu tập Cảnh Giang, nổi bật với gam xám bạc cùng phom suông tay loe dài 4 tà, gợi vẻ kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Tơ tằm 70% có độ mềm mịn, nhẹ và ánh bóng tự nhiên, giúp trang phục lên dáng sang trọng nhưng vẫn tạo cảm giác thoải mái. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Cảnh Giang,Đỏ,Áo dài Đan Phụng,"Áo dài Đan Phụng thuộc bộ sưu tập Cảnh Giang, nổi bật với sắc đỏ nổi bật cùng phom suông tay loe dài 4 tà, gợi vẻ kiêu sa, trang trọng và mang hơi thở cung đình.",Tơ tằm 70%,Suông tay loe dài 4 tà,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp. Kết cấu 4 tà tạo hiệu ứng lớp lang rõ hơn, giúp dáng áo nổi bật khi bước đi.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Dao Ngọc Các,Kem,Áo Choàng Nhật Bình Yên Chi,"Với phom áo choàng nhật bình đuôi dài, Áo Choàng Nhật Bình Yên Chi giúp outfit thêm bay bổng, trang trọng và có chiều sâu thị giác.",Organza,Áo choàng Nhật Bình đuôi dài,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển.","Phù hợp khi cần tăng chiều sâu cho tổng thể trang phục, đặc biệt trong các buổi chụp hình, sự kiện hoặc không gian lễ hội.",ACTIVE,false
Dao Ngọc Các,Đỏ,Áo choàng Tràng Ngọc Khê,"Áo choàng Tràng Ngọc Khê là lớp khoác tạo điểm nhấn cho tổng thể, mang sắc đỏ nổi bật và dáng áo choàng suông đuôi dài đầy mềm mại.",Organza,Áo choàng suông đuôi dài,"Bề mặt Organza thanh thoát giúp thiết kế có độ bồng nhẹ, phù hợp với các chi tiết tạo lớp và phom dáng nữ tính.","Dùng như lớp khoác ngoài cho áo dài, đầm hoặc set đồng bộ, phù hợp chụp ảnh, dự tiệc và tạo điểm nhấn cho outfit.",ACTIVE,false
Dao Ngọc Các,Đỏ,Áo dài Chu Phong,"Áo dài Chu Phong là thiết kế áo dài sắc đỏ nổi bật với dáng áo dài dáng suông cúc lệch, cân bằng giữa vẻ truyền thống và cảm giác nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Organza và Lụa tổng hợp,Áo dài dáng suông cúc lệch,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển. Chi tiết cúc lệch tạo điểm nhấn thị giác, giúp thiết kế có nét cổ điển nhưng không đơn điệu.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Dao Ngọc Các,Đỏ,Áo dài Châu Phượng,"Áo dài Châu Phượng thuộc bộ sưu tập Dao Ngọc Các, nổi bật với sắc đỏ nổi bật cùng phom áo dài dáng suông 4 tà cúc lệch, gợi vẻ nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Organza,Áo dài dáng suông 4 tà cúc lệch,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển. Chi tiết cúc lệch tạo điểm nhấn thị giác, giúp thiết kế có nét cổ điển nhưng không đơn điệu.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Dao Ngọc Các,Hồng,Áo dài Cẩm Dao – Dao Phụng,"Lấy cảm hứng từ tinh thần Dao Ngọc Các, Áo dài Cẩm Dao – Dao Phụng mang sắc hồng dịu, phom áo dài ngũ thân và nét đẹp sắc nét, duyên dáng và có chiều sâu văn hóa.",Tencel,Áo dài ngũ thân,"Tencel mềm, thoáng và ít bí, phù hợp với các thiết kế cần sự nhẹ nhàng, thoải mái và tính ứng dụng cao.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Dao Ngọc Các,Hồng,Áo dài Dao Phụng – Liên Phụng,"Áo dài Dao Phụng – Liên Phụng là thiết kế áo dài sắc hồng dịu với dáng áo dài ngũ thân, cân bằng giữa vẻ truyền thống và cảm giác dịu dàng, trong trẻo và nữ tính.",Tơ tằm 70%,Áo dài ngũ thân,"Thành phần tơ tằm cao mang lại bề mặt vải mượt, độ rũ đẹp và vẻ óng nhẹ đặc trưng của dòng sản phẩm cao cấp.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Dao Ngọc Các,Đỏ,Áo dài Hồng Ân – Hồng Duyên,"Áo dài Hồng Ân – Hồng Duyên thuộc bộ sưu tập Dao Ngọc Các, nổi bật với sắc đỏ nổi bật cùng phom áo dài ngũ thân, gợi vẻ ngọt ngào, mềm mại và đầy sức sống.",Organza,Áo dài ngũ thân,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Dao Ngọc Các,Trắng,Áo dài Mộc Cẩn – Diêu Hà,"Lấy cảm hứng từ tinh thần Dao Ngọc Các, Áo dài Mộc Cẩn – Diêu Hà mang gam trắng, phom áo dài dáng suông cúc lệch và nét đẹp giản dị, thanh tao và gần gũi.",Organza,Áo dài suông tay loe dài,"Chất liệu Organza nhẹ, trong và có độ phồng tự nhiên, giúp trang phục giữ được vẻ bay bổng nhưng vẫn thanh lịch. Chi tiết cúc lệch tạo điểm nhấn thị giác, giúp thiết kế có nét cổ điển nhưng không đơn điệu.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Dao Ngọc Các,Đỏ,Áo dài Mộng Đan – Hồng Duyên,"Áo dài Mộng Đan – Hồng Duyên thuộc bộ sưu tập Dao Ngọc Các, nổi bật với sắc đỏ nổi bật cùng phom áo dài ngũ thân, gợi vẻ ngọt ngào, mềm mại và đầy sức sống.",Tencel,Áo dài ngũ thân,"Chất liệu Tencel có bề mặt mịn, rũ tự nhiên và đem lại cảm giác dễ chịu trong những ngày cần di chuyển nhiều.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
